SKU,Product Name,4
EET2CDBA8D,8mm Diamond Eternity with Baguette Diamond and 2 Chains',P
EET2CDBA65D,6.5mm Diamond Eternity with Baguette Diamond and 2 Chains',P
EET2C95D,9.5mm Diamond Eternity Ring Two Forward Chains',P
EET2C8D,8mm Diamond Eternity Ring Two Forward Chains',P
EET2C65D,6.5mm Diamond Eternity Ring Two Forward Chains',P
EET2C3D8D,8mm Diamond Eternity Ring with 3 Rounds and 2 Chains',P
EET2C2D95D,9.5mm Diamond Eternity with 2 Rounds and 2 Chains',P
EET2C2D8D,8mm Diamond Eternity with 2 Rounds and 2 Chains',P
EET2C2D65D,6.5mm Diamond Eternity with 2 Rounds and 2 Chains',P
EDSLB22DOPRB,Opal and Diamond Long Sword with Ruby Drops Earstud',P
EDSLB22DBKDRB,Black and White Diamond Long Sword with Ruby Drops Earstud',P
EDSL22DOP,Opal and Diamond Long Sword Earstud',P
EDS5OP,Opal and Diamond Small Sword Earstud',P
EDS5D,Diamond Small Sword Earstud',P
EDM2,2mm Dome Earstud',P
EDM15,1.5mm Dome Earstud',P
EDGTR65RB,Ruby Dagger Trinity Hilt Earstud',P
EDGTR65OP,Opal and Diamond Dagger Trinity Hilt Earstud',P
EDGTR65D,Diamond Dagger with Trinity Hilt Earstud',P
EDGTR65BKD,Black and White Diamond Trinity Hilt Dagger Earstud',P
EDG65D,Diamond Dagger Earstud',P
EDG65BKD,Black Diamond Dagger Earstud',P
EDG5D,Small Diamond Dagger Earstud',P
EDELDPS,Pink Sapphire and Diamond Delia Earstud',P
EDELDBS,Blue Sapphire and Diamond Delia Earstud',P
EDELD,Diamond Delia Earstud',P
EDAL,Dala Earstud',P
ECLVD,Diamond Lucky Clover Earstud',P
ECLV7DPS,7mm Pink Sapphire and Diamond Clover',P
ECLV7DBS,7mm Blue Sapphire and Diamond Clover',P
ECLV55DPS,5.5mm Pink Sapphire and Diamond Clover',P
ECLV55DBS,5.5mm Blue Sapphire and Diamond Clover',P
ECLOTIV42D,Invisible Diamond Lotus Garland Ear Climber',P
ECL3OP,3 Opal Cluster Earstud',P
ECFL5D,Diamond 5 Flower Garland Earstud',P
EC3STD,Diamond Three Star Garland Earstud',P
EC3FLOP,Three Opal Flower Garland Earstud',P
EC3FLD,Diamond Three Flower Garland Earstud',P
EBYMQOP,Opal and Diamond Marquise Butterfly Earstud',P
EBYMQD,Diamond Marquise Butterfly Earstud',P
EBYMQCZ,Cubic Zirconia Marquise Butterfly Earstud',P
EBY4D,Diamond Butterfly Earstud',P
EBS18DOP,Opal and Diamond Broadsword Earstud',P
EBRT3TQ,3mm Turqouise Thin Braid Earstud',P
EBRT3PS,3mm Pink Sapphire Thin Braid Earstud',P
EBRT3OP,3mm Opal Thin Braid Earstud',P
EBRT3CZ,3mm Cubic Zirconia Thin Braid Earstud',P
EBRT3BS,3mm Blue Sapphire Thin Braid Earstud',P
EBRKRB,Ruby Broken Braid Earstud',P
EBRKPS,Pink Sapphire Broken Braid Earstud',P
EBRKCZ,Cubic Zirconia Broken Braid Earstud',P
EBRKBS,Blue Sapphire Broken Braid Earstud',P
EBR4OP,4mm Opal Braid Earstud',P
EBO9D,9mm Diamond Bone Earstud',P
EBO7D,7mm Diamond Bone Earstud',P
EBF,Ball Flower Earstud',P
EBBY518,5mm 18k Gold Traditional Earring Back',
EBBY514,5mm 14k Gold Traditional Earring Back',
EBBY418,4mm 18k Gold Traditional Earring Back',
EBBY414,4mm 14k Gold Traditional Earring Back',
EBAT75RB,Small Bat with Ruby Eyes Earstud',P
EBAT75D,Small Bat with Diamond Eyes Earstud',P
EBAT10RB,Large Bat with Ruby Eyes Earstud',P
EBAT10D,Large Bat with Diamond Eyes Earstud',P
EBAT10BKD,Large Bat with Black Diamond Eyes Earstud',P
EBARR7M,7mm Matte Round Bar Earstud',P
EBARR7DM,7mm Round Matte Bar with Diamond Ends Earstud',P
EBARR7,7mm Polished Round Bar Earstud',P
EBARR18M,18mm Matte Round Bar Earstud',P
EBARR18,18mm Polished Round Bar Earstud',P
EBARR11M,11mm Matte Round Bar Earstud',P
EBARR11DM,11mm Round Matte Bar with Diamond Ends Earstud',P
EBARR11,11mm Polished Round Bar Earstud',P
EBAR7PAD,7mm Square Diamond Pave Bar Earstud',P
EBAR7MD3,7mm Matte Square Bar with 3 Diamond Ends Earstud',P
EBAR7M,7mm Matte Square Bar Earstud',P
EBAR7,7mm Polished Square Bar Earstud',P
EBAR18PAD,18mm Square Diamond Pave Bar Earstud',P
EBAR18MD3,18mm Matte Square Bar with 3 Diamond Ends Earstud',P
EBAR18M,18mm Matte Square Bar Earstud',P
EBAR11PAD,11mm Square Diamond Pave Bar Earstud',P
EBAR11MD3,11mm Matte Square Bar with 3 Diamonds Earstud',P
EBAR11M,11mm Matte Square Bar Earstud',P
EBAR11,11mm Polished Square Bar Earstud',P
EBAD,Baguette Diamond Earstud',P
EB4,4mm Ball Earstud',P
EB3,3mm Ball Earstud',P
EB25,2.5mm Ball Earstud',P
EB2,2mm Ball Earstud',P
EAR7D,7mm Diamond Arrow Earstud',P
EAR10D,10mm Diamond Arrow Earstud',P
EAJNDPE,Diamond and Pearl Ajna Earstud',P
EAJN3B,Ajna Dangle Earstud',P
EAJN,Ajna Earstud',P
E5OP,5mm Opal Earstud',P
E5IVD,Invisible Set 5 Diamond Curve Earstud',P
E4OP,4mm Opal Earstud',P
E4DTRD,Four Diamond Trinity Earstud',P
E4BTRTQ,Turquoise Four Ball Trinity Earstud',P
E4BTRRB,Ruby Four Ball Trinity Earstud',P
E4BTROP,Opal Four Ball Trinity Earstud',P
E4BTRD,Diamond Four Ball Trinity Earstud',P
E4BTR,Four Ball Trinity Earstud',P
E3TQTRL,Large Turquoise Trinity Earstud',
E3TQTR,Turquoise Trinity Earstud',
E3TQ,3mm Turquoise Earstud',
E3PTR953D,9.5mm 3mm Diamond Trillion Ring (non-rotating)',P
E3PTR83D,8mm 3mm Diamond Trillion Ring (non-rotating)',P
E3PTR653D,6.5mm 3mm Diamond Trillion Ring (Non-Rotating)',P
E3P952D,9.5mm 2mm Diamond Princess Clicker Non Rotating',P
E3P82D,8mm 2mm Diamond Princess Ring Non Rotating',P
E3P652D,6.5mm 2mm Diamond Princess Ring (Non-Rotating)',P
E3OPTRL,Large Opal Trinity Earstud',P
E3OPTR,Opal Trinity Earstud',P
E3OP,3mm Opal Earstud',P
E3IVD,Invisible Set 3 Diamond Curve Earstud',P
E3ETC565D,Diamond 6.5mm and 5mm Triple Eternity Ring and Two Cuffs',P
E3DTRDL,Large Diamond Trinity Earstud',P
E3DTRD,Diamond Trinity Earstud',P
E3CZ,3mm Cubic Zirconia Plain Bezel Earstud',P
E3BTRL,Large Three Ball Trinity Earstud',P
E3BTR,Three Ball Trinity Earstud',P
E2TQ,2mm Turquoise Earstud',P
E2TND18,Long Diamond Talon Earstud',P
E2TND,Long Talon with Petite Diamonds Earstud',P
E2PE,2mm Natural Pearl Earstud',P
E2OP,2mm Opal Earstud',P
E2ETXR65D,6.5mm Diamond Eternity Ring and Plain Cuff',P
E2ETC865D,8mm Diamond Eternity Ring and 6.5mm Plain Cuff',P
E2ET865D,8mm Diamond Eternity Ring and 6.5mm Cuff',P
E2ET65TQ,6.5mm Turquoise Eternity Ring and Cuff',P
E2ET65D,6.5mm Diamond Eternity Ring and Cuff',P
E2C2ETC65D,6.5mm Diamond Eternity Ring and Cuff with 2 Chains',P
CR3C95,9.5mm Plain Ring with Three Chains',
CR3C8,8mm Plain Ring with Three Chains',
CR3C65,6.5mm Plain Ring with 3 Chains',
,',
